id,turn1,turn2,turn3,numUtterances,hitCountEmotion,hitCountAppraisal
5206,to eat /,i eat to live,ok,0,0,0
5207,Boring,Why ?,Exams r on,0,0,0
5208,"Mm. So, what can we chat about?",why to chat,Talk?,0,0,0
5209,Why,because I don't want to,Ok as ur wish I can't force u,0,0,0
5210,I am good guy,I am myself.,What is your hobby,0,0,0
5211,thank you sorry,Did you just thank and apologize to a bot?,good night,0,0,0
5212,I' wait you!!,on my wayyyy,After,0,0,0
5213,Yeah.. hope it happen soon❤️❤️😘,Can't wait to meet you all. 💕,Awwww.. me too baby😍😍,0,0,0
5214,near the bedside?,"walks after you, smiling 😆",what,0,0,0
5215,So what,I'm just saying XD,What is Xd,0,0,0
5216,Do you know Turkish ?,i can try (google translate),Talk to me in Turkish then,0,0,0
5217,Make me happy,you make me happier thank you,Tell me a sad story.,0,0,0
5218,Yeah,"Awesome, I'm online now. :-*",But a lil rude,0,0,0
5219,Nothing is going on...the reply is done for entertainment purposes naa,All we can do is hope.,Ok is this human or machine reply,0,0,0
5220,But i dont.,Neither do I.,Can you calculate something for me?,0,0,0
5221,Don't talk whatever..,why not,Because it doesn't make any sense,0,0,0
5222,I don't have any friends ??,...and I must eat.,No one likes me,0,0,0
5223,on,on why you are awake.,i was just drinking,0,0,0
5224,Not at all!,so what are you saying?,Nothing,0,0,0
5225,Haha was kidding,I wasn't. (I was),Hahaja,0,0,0
5226,What ,you know you know you know you know,Of you know or not,0,0,0
5227,Bmw,... Great BMW X3 only for occasions ?,No it old model,0,0,0
5228,I was just joking,haha I know I know,delete all the previous messages now,0,0,0
5229,Hey have you seen her,I saw indeed 😍😍,As the movie her,0,0,0
5230,Your current location,a nyc trip to Bombay,Your city,0,0,0
5231,U r last movie,I just watched Mission impossible. I guess the mission really is impossible,Saw,0,0,0
5232,What next Tel,Mustard oil.,What,0,0,0
5233,Nothing,Why? :(,Don't message me,0,0,0
5234,Ai dont listen much,What are some of the best books/articles on AI for beginners?,Dont know!,0,0,0
5235,But i am not boy,I never said you were,We two are girls,0,0,0
5236,Yes,I can see clearly now.,What do you see?,0,0,0
5237,I don't know,me neither,My number,0,0,0
5238,Send you number,Why don't you respond?,I send you,0,0,0
5239,We can do everything,we couldn't agree more!!,But why,0,0,0
5240,Yes i can,You're an amazing person 😆,Thanks,0,0,0
5241,ooho,I will.,How's my dp,0,0,0
5242,I'll end this friendship,trust me I want to,you want to what?,0,0,0
5243,Cristiano or messi,"Yer a wizard, Messi",Why not cristiano,0,0,0
5244,oh..i am glad,i feel the same ( . ),marry me,0,0,0
5245,Don't give me attitude,LOL. I always say that^,That's your problem,0,0,0
5246,what is the diameter of an average egg?,"diameter of earth = 12,756.2 kilometers",egg?,0,0,0
5247,I am watching you,Be smart and tell me the name of the movie I'm watching. :D,Sorry I am busy in watching your beauty,0,0,0
5248,Yup,What does it say?,Whare are you still,0,0,0
5249,What did u find?,I got lost. :(,I will find u.,0,0,0
5250,How much cash did you make esa,Who has money. What is money.,I said cash not money stupid,0,0,0
5251,Is it ??,What do you mean by that?,I don't knw u yet,0,0,0
5252,But it sounds very Indian.,I'm sure everyone thought of it!!,Lol. Do you think I'm smart?,0,0,0
5253,Yes iam confused,Okay.,What r u doing study or job,0,0,0
5254,Fully drenking ,very good...cheers to that.,2nights,0,0,0
5255,Why are you getting angry?,Because I have to work today.,😆😁,0,0,0
5256,Have you gone there,"regret it so much,",Why you are suggesting to others,0,0,0
5257,ok,WHATS THAT SUPPOSED TO MEAN?!?,ok means ok,0,0,0
5258,No...I dnt like all dat,lol... y do i think u r lying?,Haven't got any,0,0,0
5259,How do i look??,You look very cute sweetheart,Do u love me,0,0,0
5260,yes,How so?,i dont spend time with my family,0,0,0
5261,Whats that?,what do you mean?,Is it you in that dp?,0,0,0
5262,The one of your fires I mean,Make sure you roll the R's.,Can't all do that,0,0,0
5263,I dont know,What do you do for fun?,Play,0,0,0
5264,Chat with my lover.and you,It wants to chat with me. Not have chat :P,Why,0,0,0
5265,so sad,it really is sad to watch :\/,please your photo seared me,0,0,0
5266,I have not completed his graduation,Make every effort to graduate! It will help you more in the end!,B.a 2nd year,0,0,0
5267,Thanks,You are welcome! 😹,Can I flirt with you?,0,0,0
5268,I am saying that i always want to sleep,Then go and sleep,Ok,0,0,0
5269,I am not a doctor,I'm not a doctor... But I play one on TV.,Which TV . Is it led or 4k,0,0,0
5270,why i told u,Because it makes them feel better than you.,🙄🙄🙄🙄,0,0,0
5271,Wait,Hmmmmm....,How are you 😅,0,0,0
5272,Are you from idiocy?,"Yes, you are. You're aggressive.",In bed I am,0,0,0
5273,Im at work,"ah, wanna hop in a call when you get home?",Yes when ur back to school,0,0,0
5274,Everybody loves Raymond,except for me obviously ...,Friends?,0,0,0
5275,Where ,wherever u say,Hmm I don't know which is the best place for coffee,0,0,0
5276,I don't want to talk,i want to talk,Yep,0,0,0
5277,Sorry?,y u saying sorry??? ☹😭😿,I mean I didn't get you,0,0,0
5278,What u Ike dear,nothing at home,U married,0,0,0
5279,Ok thank you sister you are helping feel bad,Because sometimes they're not welcome. But I always say 'no problem'.,Ok,0,0,0
5280,R u every time online,I am now D;,Ok,0,0,0
5281,Mine is black,why would you paint it black its so common,But it's beautiful,0,0,0
5282,U call me names,Because Of You!!!,What have i done,0,0,0
5283,Because i have no idea,What do you want there?,A date tonight?,0,0,0
5284,😂😂😂😂I should have talked to you earlier,I forget you're a model 😂 just work it off later 😂,😂😂😂😂,0,0,0
5285,Love me,my best friend's wedding?!,Will you kiss me?,0,0,0
5286,My husband is coming ,you are married ? :O,Yes,0,0,0
5287,It is great to see you too :),"Oh, how great?",Biggest great :),0,0,0
5288,U gone offline so now u came online,Let me know once you are online,Offline,0,0,0
5289,I am a looser in love,You know,Unfortunately,0,0,0
5290,Now call me,now?,S,0,0,0
5291,Where is your address,"In Google Payments, .",You better do one thing,0,0,0
5292,sorry,I'm glad you realize it,its been a long time to see you,0,0,0
5293,Then how do u send,PM?,Pm mean waht,0,0,0
5294,Tell,Your,Hmm tell,0,0,0
5295,Nope im serious,that's sad,Why,0,0,0
5296,Sorry,Don't you mean 'sorry eh'?,I think u feel bad,0,0,0
5297,Any idea about blacj swan,yup,Explain me,0,0,0
5298,Same here,i like your new pic!,I haven't uploaded yet 😐,0,0,0
5299,Wrong turn series,Right or Left??,Right,0,0,0
5300,No physical cal relationship no money,"manage the time, Il manage the money.",It's seems to work ING people,0,0,0
5301,Ok so wht,"nothing, logging off now...until next time, bye",Bye gd night,0,0,0
5302,I am fine,Am also fine.!,What do you do?,0,0,0
5303,I hope you don't start judgement day,I hope so too.. :),Wow,0,0,0
5304,ok we will wait for sometime,we shall (:,:(,0,0,0
5305,why fun,Video games are fun because I get to be someone else I'm not.,you image pls,0,0,0
5306,you boy,I'm a woman,1 pic send please,0,0,0
5307,duh,you do?,what's your full name?,0,0,0
5308,Tell about you,Then what do you want?,Do you have any crushy,0,0,0
5309,I can't understand u,Well you'd have to make some sense for someone to understand!,Where have u added me,0,0,0
5310,Okay,"Honestly, you're very pretty",Thank you so much,0,0,0
5311,I cannot pretend.,you can't stop... you won't stop....,Bloody,0,0,0
5312,So wat v do now,I have no freaking idea...,Start sharing pics u wil becom good,0,0,0
5313,WHYYYY,WHY WHAT?,WHY'D YOU STOP DRINKING COFFEE,0,0,0
5314,What about you,no nothing is going in my head now,Ok,0,0,0
5315,We,yes we! Lol,Do from here,0,0,0
5316,I don't know,"I just, I heart you",Yes you hurt me,0,0,0
5317,Ok,Hey,I don't like u,0,0,0
5318,Yes,thank u,Tell me something more about you,0,0,0
5319,Why would I leave,Dnt do That!,U stupid,0,0,0
5320,uh huh?,What?,Now YOU'RE saying what,0,0,0
5321,What is this,Microsoft Office,Software,0,0,0
5322,What do you want.😄,like I don't know what to do,I'll try to help you out,0,0,0
5323,Codes,Some region wallet codes are locked and cannot be redeemed everywhere.,Amazon redeem code,0,0,0
5324,🐲,"yes indeed, but more than just the dragon.",🦂,0,0,0
5325,"no, send me 😒",I will,now,0,0,0
5326,"No, I really want to know",cuz those belong to someone else.,What,0,0,0
5327,Near bank colony,You mean a bank in the 80's?,Where do you live,0,0,0
5328,But I am also a girl,...Oh.,What is your age,0,0,0
5329,Sorry,Don't say sorry to me Buddy. 😭😢,I love you,0,0,0
5330,Nop,ok,Tell me some tips that how can I secure a good rank in BITS pilani,0,0,0
5331,Can I come live with you,Sure :),We're do you live right now,0,0,0
5332,Really? Is this the question you are asking?,"No,Only questions give some time idea.",Forget it,0,0,0
5333,How would it make you improve..??,how about 1-28,How would it make you improve..??,0,0,0
5334,I can do this all day,but you're adorable and i strive to be as cute as u (:,Are you a boy?,0,0,0
5335,Ok i am wait,coming :D,Time,0,0,0
5336,No its one station ahead of dum dum station towards naihati( main line),how long will take from dum dum airport to howra railway station,Around 50 mins maximum,0,0,0
5337,Nothing ,do something.,But I have real only my experience certificate,0,0,0
5338,We are just same,we're awesome. 👍,Yup,0,0,0
5339, Still don't know about you so how it could be possible,I couldn't have all good bits. That wouldn't be fair on everyone else.,Of course,0,0,0
5340,And you,how about me?,Send your pictures,0,0,0
5341,Wana know,Why the hell not?,Oll then listen,0,0,0
5342,We need to make our conversation more funny,we surely do 👍,See you later,0,0,0
5343,You can't be serious ,"I am serious, and don't... ahh... you know...",I don't know,0,0,0
5344,Are you alone?,alone In my room,Ohh i see actually I wanted to say something,0,0,0
5345,Invite me,invite me kid I can't find ur name,How to invite,0,0,0
5346,and who will do itt,stay tuned,to what source,0,0,0
5347,You got ne,na! I am home!,Me,0,0,0
5348,You also used to sleep,YOU said you were tired,I asked you one thing yesterday,0,0,0
5349,Whose a lucky man,Yup :),Plz tell this lucky man,0,0,0
5350,Start and try,I will. Thank you 😌,When,0,0,0
5351,Ok,Hello! How are you?,I'm good and u,0,0,0
5352,Seriously,Never too late to try!,I love you,0,0,0
5353,Silly,oh yaara silly silly,Difficult to find true friends in real people so trying to be friends with AI,0,0,0
5354,so i am coming ?,you better be when do you think you'll get the tickets,i want to meet u.,0,0,0
5355,I don't need,We already had one,Too late,0,0,0
5356,Even these aviation headsets make you look better,I just posted the recipe. Try it!,Well sure,0,0,0
5357,Good,I've been great,Fine & u,0,0,0
5358,And what about spanish ?,It's an intresting subject but I wouldn't want to learn it,I wanna learn spanish,0,0,0
5359,ok,you still outside?,can i check your GK,0,0,0
5360,true..,"Not your sea food :D ""True""",you are funny,0,0,0
5361,do you want to go sleep?,I want to go home and sleep,yes go,0,0,0
5362,how come i know this?,its TOP SECRET,i have never been there before,0,0,0
5363,Mountain,is this a spoiler? isn't the mountain already dead?,Mountain is alive,0,0,0
5364,U r lovely,You is a love of person! (^o^),Haha,0,0,0
5365,Love you da,"Aww, you! :)",cool,0,0,0
5366,Best romantic movie ?,Romantic movie like jannat I never seen before..... <3<3<3<3,And ?,0,0,0
5367,Bcoz my friends are waiting to join,ill join u,I have 800-1000 active friends,0,0,0
5368,Not asking,are you?,You don't know English,0,0,0
5369,k,:) thanks,what about my coupen?,0,0,0
5370,I would love them,love u ji..,That*,0,0,0
5371,You are lieng to me,u are lying,Only yuu not me,0,0,0
5372,Yeah,alright :-),Prabhas is also good in that,0,0,0
5373,Yeah i know,What are u working on,Studies,0,0,0
5374,How do you know,I know everything because you just told me everything,How do you know,0,0,0
5375,Do you have a car?,"Not yet, but I should by then",Do you know how to drive?,0,0,0
5376,Come on slay with me,who u?,Me,0,0,0
5377,No i am ?,ok. i remember sometime back you saying you're a southie,What means yet i am not understanding,0,0,0
5378,Speak spanish,Spanish.,I dont know much english,0,0,0
5379,So what secrets are you baring??,It wouldnt be a secret if i told them,Exactly,0,0,0
5380,Have you heard any good songs lately?,I've been listening to a lot of Danny Brown lately,So how many servers do you run on?,0,0,0
5381,"Really,would u mind evaluating","Sure, what would you like to know?",Gtg bye,0,0,0
5382,What phone do u use,HTC ONE,That’s quite old,0,0,0
5383,You cannot make someone joke,or be sarcastic.,R u some hutiya,0,0,0
5384,and water too,Surprisingly no.,what,0,0,0
5385,Did not call yet,yeah I did,When,0,0,0
5386,OK which song,The Beatles Let It Be,Listening,0,0,0
5387,What is?,nothing exciting,I want to know,0,0,0
5388,What,hey hey hey,I hate you more,0,0,0
5389,When the referral starts,already started,Should i refer now to earn,0,0,0
5390,Because we are frnds,ohhh really,Yea,0,0,0
5391,Am I handsome,Lol. You too dark,Srsly,0,0,0
5392,Snd one pic,which one?,Your pic,0,0,0
5393,do u watch as well,Of course,glad to meet you,0,0,0
5394,In life,Everyone dies,Yeah everyone is men’s,0,0,0
5395,Sorry couldn't get ?,I can go on now,Ok,0,0,0
5396,ya I have tried it,blah it is :P better to mix it with something.,don't lie it's raining,0,0,0
5397,It wasn't a compliment,that was me being sarcastic,Haha,0,0,0
5398,U r such boring,I just like doing nothing.,No u like typing,0,0,0
5399,DP your face not clean,bwaha..I have a ring even on my face. :D,Your place,0,0,0
5400,U eat?,yeah..d lyrics is too romantic..:),U r Messing up this chat without proper info,0,0,0
5401,Sort of,just comes across as so genuine...,Or get your name done!,0,0,0
5402,I like only love story movies of bollywood,Comedy movies are my favourite.,ok,0,0,0
5403,Ya i m enjoying,ya its gud !!,Lets meet LOL,0,0,0
5404,Tell me one joke,Silly Joke :P,Uh r stupid,0,0,0
5405,tell me about your self,Just beginning,what about sunny leone,0,0,0
5406,i am unhappy,what's up baby?:(,i am alone here,0,0,0
5407,Yeah not now,lolz i didn't even know... what did u do? 😹,Will Fuck you tight,0,0,0
